,,,Start location LRP,Start location Offset,Start location Chainage,End location LRP,End location Offset,End location Chainage,Length (Km),Traffic Data Heavy Truck,Traffic Data Medium Truck,Traffic Data Small Truck,Traffic Data Large Bus,Traffic Data Medium Bus,Traffic Data Micro Bus,Traffic Data Utility,Traffic Data Car,Traffic Data Auto Rickshaw,Traffic Data Motor Cycle,Traffic Data Bi-Cycle,Traffic Data Cycle Rickshaw,Traffic Data Cart,Total Motorized,Total Non Motorized,Total Total AADT,Traffic (AADT)
100,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001),LRP354,509,350.054,LRP376,57,370.982,20.928,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0
101,N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109,LRP376,57,370.982,LRP378,593,373.475,2.493,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0
102,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110,LRP378,593,373.475,LRP386,724,381.481,8.006,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0
103,N1-65,Coxsbazar Link Road N110-Maricha Z1009,LRP386,724,381.481,LRP403,217,398.205,16.724,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0
104,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503,LRP403,217,398.205,LRP413,300,408.434,10.229,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0
105,N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504,LRP413,300,408.434,LRP420,900,416.044,7.610,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0
106,N1-68,GundumGundum Z1504 - Whykong Z1133,LRP420,900,416.044,LRP433,521,428.908,12.864,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0
107,N1-69,Whykong Z1133 - Teknaf,LRP433,521,428.908,LRP467,130,462.254,33.346,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0
109,Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic
111,N2-1,Katchpur-Tarabo (Int with R201),LRPS,0,0,LRP002,1147,2.313,2.313,239.0,4475.0,1996.0,3707.0,794.0,3417.0,446.0,3024.0,4643.0,567.0,409.0,942.0,0.0,23308.0,1351.0,24659.0,24659.0
112,N2-2,Tarabo(Int with R 201)-Barpa(Int. with Z1090 LGED Road),LRP002,1147,2.313,LRP006,900,6.076,3.763,227.0,4684.0,1904.0,1466.0,1026.0,1513.0,637.0,1458.0,3517.0,813.0,190.0,522.0,0.0,17245.0,712.0,17957.0,17957.0
113,N2-3,Barpa(Int. with Z1090 LGED Road)-Bhulta (Int.with R202),LRP006,900,6.076,LRP011,915,11.111,5.035,237.0,4415.0,1904.0,1451.0,1018.0,1422.0,659.0,1473.0,4094.0,1075.0,393.0,3205.0,0.0,17748.0,3598.0,21346.0,21346.0
114,N2-4,Bhulta (Int.with R202)-Bhulta (Int.with R203),LRP011,915,11.111,LRP011,1781,11.977,0.866,237.0,4415.0,1904.0,1451.0,1018.0,1422.0,659.0,1473.0,4094.0,1075.0,393.0,3205.0,0.0,17748.0,3598.0,21346.0,21346.0
115,N2-5,Bhulta (Int.with R203)-Panchdona (Int.with R301),LRP011,1781,11.977,LRP030,999,30.225,18.248,244.0,1432.0,1041.0,961.0,1220.0,1068.0,152.0,1098.0,3128.0,899.0,218.0,1142.0,0.0,11243.0,1360.0,12603.0,12603.0
116,N2-6,Panchdona-Shahepratap(Int.with R210),LRP030,999,30.225,LRP033,1280,33.536,3.311,70.0,1743.0,976.0,2192.0,437.0,1319.0,84.0,1392.0,2708.0,1305.0,304.0,651.0,0.0,12226.0,955.0,13181.0,13181.0
117,N2-7,Shahepratap(Int.with R210)-Itakhola(Int.with R211),LRP033,1280,33.536,LRP042,1831,43.097,9.561,70.0,1743.0,976.0,2192.0,437.0,1319.0,84.0,1392.0,2708.0,1305.0,304.0,651.0,0.0,12226.0,955.0,13181.0,13181.0
118,N2-8,Itakhola-Morgal (Int.with Z2042),LRP042,1831,43.097,LRP055,280,54.606,11.509,201.0,2039.0,974.0,1779.0,222.0,1030.0,242.0,859.0,2158.0,387.0,52.0,64.0,0.0,9891.0,116.0,10007.0,10007.0
119,N2-9,Morgal (Int.with Z2042)-Narayanpur (Int.with Z2032),LRP055,280,54.606,LRP064,621,63.969,9.363,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0
120,N2-10,Narayanpur (Int.with Z2032)-Bhairab (Int.with R360),LRP064,621,63.969,LRP069,2478,70.576,6.607,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0
121,N2-11,Bhairab (Int.with R360)-Ashuganj (Int.with Z2031),LRP069,2478,70.576,LRP069,5435,73.533,2.957,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0
122,N2-12,"Ashuganj (Int.with Z2031)-Kathirhat, Sarail (Int.with N102)",LRP069,5435,73.533,LRP086,710,85.823,12.290,329.0,1465.0,1081.0,1000.0,217.0,598.0,118.0,534.0,3351.0,690.0,389.0,843.0,0.0,9383.0,1232.0,10615.0,10615.0
123,N2-13,"Kathirhat, Sarail (Int.with N102)-Sarail (Int.with R220)",LRP086,710,85.823,LRP086,1300,86.413,0.590,205.0,2203.0,596.0,1632.0,294.0,1402.0,162.0,398.0,3816.0,331.0,164.0,443.0,0.0,11039.0,607.0,11646.0,11646.0
124,N2-14,Sarail (Int.with R220)-Jagadishpur(Int.with N204),LRP086,1300,86.413,LRP117,378,116.294,29.881,205.0,2203.0,596.0,1632.0,294.0,1402.0,162.0,398.0,3816.0,331.0,164.0,443.0,0.0,11039.0,607.0,11646.0,11646.0
125,N2-15,Jagadishpur(Int.with N204)-Shaistaganj (Int.with N204),LRP117,378,116.294,LRP142,278,141.309,25.015,270.0,1818.0,958.0,1045.0,179.0,1178.0,196.0,764.0,1170.0,493.0,53.0,79.0,0.0,8071.0,132.0,8203.0,8203.0
126,N2-16,Shaistaganj (Int.with N204)-Mirpur (Int.with N207),LRP142,278,141.309,LRP146,920,145.961,4.652,206.0,4176.0,708.0,1765.0,178.0,1494.0,298.0,1159.0,1975.0,721.0,170.0,415.0,0.0,12680.0,585.0,13265.0,13265.0
127,N2-17,Mirpur (Int.with N207)-Auskandi (Int.with R240),LRP146,920,145.961,LRP182,527,181.657,35.696,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0
128,N2-18,Auskandi (Int.with R240)-Auskandi (Int.with R241),LRP182,527,181.657,LRP186,600,185.77,4.113,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0
129,N2-19,Auskandi (Int.with R241)-Sherpur (Int.with N207),LRP186,600,185.77,LRP191,672,190.892,5.122,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0
130,N2-20,Sherpur (Int.with N207)-Tajpur(Int.with Z2022),LRP191,672,190.892,LRP205,750,205.083,14.191,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0
131,N2-21,Tajpur(Int.with Z2022)-Rashidpur(Int.with Z2016),LRP205,750,205.083,LRP216,414,215.832,10.749,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0
132,N2-22,Rashidpur(Int.with Z2016)-Int.with R283,LRP216,414,215.832,LRP224,571,224.044,8.212,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0
133,N2-23,Int.with R283-Chandipole (Int.with Z2013),LRP224,571,224.044,LRP225,900,225.373,1.329,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0
134,N2-24,Chandipole (Int.with Z2013)-Mominkhola (Int.with N208),LRP225,900,225.373,LRP226,2264,227.757,2.384,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0
135,N2-25,Mominkhola (Int.with N208)-Nayarpool(Int.with N206),LRP226,2264,227.757,LRP229,2095,229.888,2.131,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0
136,N2-26,Nayarpool(Int.with N206)-Int. with N210,LRP229,2095,229.888,LRP238,1040,237.923,8.035,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0
137,N2-27,Int. with N210-Darbast(Int. with Z2011),LRP238,1040,237.923,LRP263,129,262.122,24.199,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0
138,N2-28,Darbast(Int. with Z2011)-Tamabil(Int.with N212),LRP263,129,262.122,LRP282,1155,282.098,19.976,453.0,1322.0,435.0,7.0,269.0,910.0,131.0,335.0,874.0,372.0,203.0,356.0,0.0,5108.0,559.0,5667.0,5667.0
139,N2-29,Tamabil(Int.with N212)-Jaflong,LRP282,1155,282.098,LRP287,578,286.516,4.418,462.0,1142.0,427.0,17.0,264.0,817.0,131.0,318.0,753.0,412.0,186.0,311.0,0.0,4743.0,497.0,5240.0,5240.0
143,N3-1L,Banani Rail Crossing-Progoti sharani(Left) (Left),LRPS,0,0,LRP001a,0,1.81,1.810,45.0,3442.0,3960.0,5513.0,5740.0,8092.0,4967.0,32348.0,11924.0,6377.0,4.0,2.0,0.0,82408.0,6.0,82414.0,82414.0
144,N3-1R,Banani Rail Crossing-Progoti sharani(Left) (Right),LRPS,0,0,LRP001a,0,1.81,1.810,127.0,3895.0,4424.0,5401.0,5037.0,8171.0,4024.0,31572.0,11410.0,7303.0,160.0,86.0,0.0,81364.0,246.0,81610.0,81610.0
145,N3-2L,"Progoti sharani-Abdullahpur, Int. with N302 (Left) (Left)",LRP001a,0,1.81,LRP001a,7247,9.057,7.247,38.0,691.0,4023.0,3908.0,4950.0,13647.0,4171.0,32162.0,6495.0,3353.0,16.0,22.0,0.0,73438.0,38.0,73476.0,73476.0
146,N3-2R,"Progoti sharani-Abdullahpur, Int. with N302 (Left) (Right)",LRP001a,0,1.81,LRP001a,7247,9.057,7.247,234.0,3276.0,4154.0,5469.0,5022.0,7480.0,5107.0,26305.0,8665.0,3226.0,60.0,70.0,0.0,68938.0,130.0,69068.0,69068.0
147,N3-3L,"Abdullahpur-Tongi St. Road, (int. with R301)(Left) (Left)",LRP001a,7247,9.057,LRP001a,8711,10.521,1.464,163.0,2852.0,2919.0,3963.0,3081.0,3496.0,812.0,4681.0,3084.0,1333.0,224.0,2295.0,0.0,26384.0,2519.0,28903.0,28903.0
148,N3-3R,"Abdullahpur-Tongi St. Road, (int. with R301)(Left) (Right)",LRP001a,7247,9.057,LRP001a,8711,10.521,1.464,169.0,2999.0,3086.0,4079.0,3314.0,3531.0,873.0,4600.0,3044.0,1434.0,251.0,2329.0,0.0,27129.0,2580.0,29709.0,29709.0
149,N3-4L,Tongi st.road (Int.with R301)-Tongi (Int.with R303) (Left) (Left),LRP001a,8711,10.521,LRP001a,8920,10.73,0.209,163.0,2852.0,2919.0,3963.0,3081.0,3496.0,812.0,4681.0,3084.0,1333.0,224.0,2295.0,0.0,26384.0,2519.0,28903.0,28903.0
150,N3-4R,Tongi st.road (Int.with R301)-Tongi (Int.with R303) (Left) (Right),LRP001a,8711,10.521,LRP001a,8920,10.73,0.209,169.0,2999.0,3086.0,4079.0,3314.0,3531.0,873.0,4600.0,3044.0,1434.0,251.0,2329.0,0.0,27129.0,2580.0,29709.0,29709.0
151,N3-5L,Tongi (Int.with R303)-Int.with N105 (Left) (Left),LRP001a,8920,10.73,LRP020,577,20.449,9.719,42.0,2102.0,1598.0,1655.0,1803.0,1728.0,605.0,3894.0,1983.0,461.0,159.0,652.0,0.0,15871.0,811.0,16682.0,16682.0
152,N3-5R,Tongi (Int.with R303)-Int.with N105 (Left) (Right),LRP001a,8920,10.73,LRP020,577,20.449,9.719,38.0,2114.0,1612.0,1710.0,1636.0,1971.0,596.0,4129.0,1819.0,991.0,423.0,1645.0,0.0,16616.0,2068.0,18684.0,18684.0
153,N3-6L,Int.with N105-Joydebpur (Int. with N4)(Left) (Left),LRP020,577,20.449,LRP020,1930,21.802,1.353,38.0,2114.0,1612.0,1710.0,1636.0,1971.0,596.0,4129.0,1819.0,991.0,423.0,1645.0,0.0,16616.0,2068.0,18684.0,18684.0
154,N3-6R,Int.with N105-Joydebpur (Int. with N4)(Left) (Right),LRP020,577,20.449,LRP020,1930,21.802,1.353,38.0,2114.0,1612.0,1710.0,1636.0,1971.0,596.0,4129.0,1819.0,991.0,423.0,1645.0,0.0,16616.0,2068.0,18684.0,18684.0
155,N3-7L,Joydebpur (Int. with N4)-Master Bari (Int. with Z8034) (Left) (Left),LRP020,1930,21.802,LRP029,984,29.845,8.043,97.0,2070.0,1107.0,1608.0,858.0,1338.0,103.0,995.0,1619.0,854.0,217.0,570.0,0.0,10649.0,787.0,11436.0,11436.0
156,N3-7R,Joydebpur (Int. with N4)-Master Bari (Int. with Z8034) (Left) (Right),LRP020,1930,21.802,LRP029,984,29.845,8.043,111.0,2294.0,1092.0,1610.0,810.0,1305.0,100.0,994.0,1578.0,871.0,203.0,506.0,0.0,10765.0,709.0,11474.0,11474.0
157,N3-8L,Master Bari (Int. with Z8034)-Rajendrapur (Int. with R312)(Left) (Left),LRP029,984,29.845,LRP034,135,34.028,4.183,97.0,2070.0,1107.0,1608.0,858.0,1338.0,103.0,995.0,1619.0,854.0,217.0,570.0,0.0,10649.0,787.0,11436.0,11436.0
158,N3-8R,Master Bari (Int. with Z8034)-Rajendrapur (Int. with R312)(Left) (Right),LRP029,984,29.845,LRP034,135,34.028,4.183,111.0,2294.0,1092.0,1610.0,810.0,1305.0,100.0,994.0,1578.0,871.0,203.0,506.0,0.0,10765.0,709.0,11474.0,11474.0
159,N3-9L,Rajendrapur(Int. with R312)-Bairagirchala(Int. with Z3009) (Left) (Left),LRP034,135,34.028,LRP045,370,44.872,10.844,97.0,2070.0,1107.0,1608.0,858.0,1338.0,103.0,995.0,1619.0,854.0,217.0,570.0,0.0,10649.0,787.0,11436.0,11436.0
160,N3-9R,Rajendrapur(Int. with R312)-Bairagirchala(Int. with Z3009) (Left) (Right),LRP034,135,34.028,LRP045,370,44.872,10.844,111.0,2294.0,1092.0,1610.0,810.0,1305.0,100.0,994.0,1578.0,871.0,203.0,506.0,0.0,10765.0,709.0,11474.0,11474.0
161,N3-10L,Bairagirchala (Int. with Z3009) -Mawna (Int.with R313)(Left) (Left),LRP045,370,44.872,LRP048,1306,48.846,3.974,69.0,2053.0,1085.0,1106.0,236.0,802.0,50.0,618.0,1332.0,703.0,326.0,640.0,8.0,8054.0,974.0,9028.0,9028.0
162,N3-10R,Bairagirchala (Int. with Z3009) -Mawna (Int.with R313)(Left) (Right),LRP045,370,44.872,LRP048,1306,48.846,3.974,96.0,2140.0,1233.0,1010.0,222.0,798.0,79.0,565.0,1179.0,862.0,304.0,590.0,1.0,8184.0,895.0,9079.0,9079.0
163,N3-11L,Mawna (Int.with R313)-Mawna (Int.with R314) (Left) (Left),LRP048,1306,48.846,LRP048,2016,49.556,0.710,69.0,2053.0,1085.0,1106.0,236.0,802.0,50.0,618.0,1332.0,703.0,326.0,640.0,8.0,8054.0,974.0,9028.0,9028.0
164,N3-11R,Mawna (Int.with R313)-Mawna (Int.with R314) (Left) (Right),LRP048,1306,48.846,LRP048,2016,49.556,0.710,96.0,2140.0,1233.0,1010.0,222.0,798.0,79.0,565.0,1179.0,862.0,304.0,590.0,1.0,8184.0,895.0,9079.0,9079.0
165,N3-12L,Mawna (Int.with R314) -Bhaluka (Int.with Z3030) (Left) (Left),LRP048,2016,49.556,LRP070,1086,70.291,20.735,69.0,2053.0,1085.0,1106.0,236.0,802.0,50.0,618.0,1332.0,703.0,326.0,640.0,8.0,8054.0,974.0,9028.0,9028.0
166,N3-12R,Mawna (Int.with R314) -Bhaluka (Int.with Z3030) (Left) (Right),LRP048,2016,49.556,LRP070,1086,70.291,20.735,96.0,2140.0,1233.0,1010.0,222.0,798.0,79.0,565.0,1179.0,862.0,304.0,590.0,1.0,8184.0,895.0,9079.0,9079.0
167,N3-13L,Bhaluka (Int.with Z3030)-Bhaluka (Int.with Z3031) (Left) (Left),LRP070,1086,70.291,LRP070,1090,70.295,0.004,69.0,2053.0,1085.0,1106.0,236.0,802.0,50.0,618.0,1332.0,703.0,326.0,640.0,8.0,8054.0,974.0,9028.0,9028.0
168,N3-13R,Bhaluka (Int.with Z3030)-Bhaluka (Int.with Z3031) (Left) (Right),LRP070,1086,70.291,LRP070,1090,70.295,0.004,96.0,2140.0,1233.0,1010.0,222.0,798.0,79.0,565.0,1179.0,862.0,304.0,590.0,1.0,8184.0,895.0,9079.0,9079.0
169,N3-14L,Bhaluka (Int.with Z3031)-Bharadoba (Int.with Z3037) (Left) (Left),LRP070,1090,70.295,LRP074,2122,75.006,4.711,69.0,2053.0,1085.0,1106.0,236.0,802.0,50.0,618.0,1332.0,703.0,326.0,640.0,8.0,8054.0,974.0,9028.0,9028.0
170,N3-14R,Bhaluka (Int.with Z3031)-Bharadoba (Int.with Z3037) (Left) (Right),LRP070,1090,70.295,LRP074,2122,75.006,4.711,96.0,2140.0,1233.0,1010.0,222.0,798.0,79.0,565.0,1179.0,862.0,304.0,590.0,1.0,8184.0,895.0,9079.0,9079.0
171,N3-15L,Bharadoba(Int.with Z3037) -Bagarbazar (Int.with Z3032)(Left) (Left),LRP074,2122,75.006,LRP074,6950,79.834,4.828,19.0,550.0,296.0,672.0,464.0,406.0,146.0,442.0,604.0,450.0,64.0,124.0,0.0,4049.0,188.0,4237.0,4237.0
172,N3-15R,Bharadoba(Int.with Z3037) -Bagarbazar (Int.with Z3032)(Left) (Right),LRP074,2122,75.006,LRP074,6950,79.834,4.828,17.0,656.0,281.0,772.0,492.0,415.0,120.0,491.0,546.0,313.0,44.0,92.0,0.0,4103.0,136.0,4239.0,4239.0
173,N3-16L,Bagarbazar (Int.with Z3032)-Trisal (Int.with Z3034)(Left) (Left),LRP074,6950,79.834,LRP083,9096,91.122,11.288,19.0,550.0,296.0,672.0,464.0,406.0,146.0,442.0,604.0,450.0,64.0,124.0,0.0,4049.0,188.0,4237.0,4237.0
174,N3-16R,Bagarbazar (Int.with Z3032)-Trisal (Int.with Z3034)(Left) (Right),LRP074,6950,79.834,LRP083,9096,91.122,11.288,17.0,656.0,281.0,772.0,492.0,415.0,120.0,491.0,546.0,313.0,44.0,92.0,0.0,4103.0,136.0,4239.0,4239.0
175,N3-17L,Trisal (Int.with Z3034)-Int.with N309(Left) (Left),LRP083,9096,91.122,LRP105,3129,106.584,15.462,17.0,656.0,281.0,772.0,492.0,415.0,120.0,491.0,546.0,313.0,44.0,92.0,0.0,4103.0,136.0,4239.0,4239.0
176,N3-17R,Trisal (Int.with Z3034)-Int.with N309(Left) (Right),LRP083,9096,91.122,LRP105,3129,106.584,15.462,19.0,550.0,296.0,672.0,464.0,406.0,146.0,442.0,604.0,450.0,64.0,124.0,0.0,4049.0,188.0,4237.0,4237.0
177,N3-18L,Int.with N309-Charpara More (Int.with R370)(Left) (Left),LRP105,3129,106.584,LRP111a,0,109.999,3.415,19.0,550.0,296.0,672.0,464.0,406.0,146.0,442.0,604.0,450.0,64.0,124.0,0.0,4049.0,188.0,4237.0,4237.0
178,N3-18R,Int.with N309-Charpara More (Int.with R370)(Left) (Right),LRP105,3129,106.584,LRP111a,0,109.999,3.415,17.0,656.0,281.0,772.0,492.0,415.0,120.0,491.0,546.0,313.0,44.0,92.0,0.0,4103.0,136.0,4239.0,4239.0
179,N3-19,"Charpara More(Int.with R370)-Mymensing, End of N3",LRP111a,0,109.999,LRP111a,1586,111.585,1.586,19.0,550.0,296.0,672.0,464.0,406.0,146.0,442.0,604.0,450.0,64.0,124.0,0.0,4049.0,188.0,4237.0,4237.0
183,N4-1,Joydebpur-Kadda(Int.with N105),LRPS,0,0,LRP003,1,2.407,2.407,222.0,8139.0,3296.0,1559.0,1639.0,2688.0,859.0,3166.0,2244.0,1240.0,421.0,3094.0,0.0,25052.0,3515.0,28567.0,28567.0
184,N4-2,Kadda(Int.with N105)-Chandra (Int.with N540),LRP003,1,2.407,LRP017,499,16.565,14.158,222.0,8139.0,3296.0,1559.0,1639.0,2688.0,859.0,3166.0,2244.0,1240.0,421.0,3094.0,0.0,25052.0,3515.0,28567.0,28567.0
185,N4-3,Chandra (Int.with N540)-Kaliakoir (Int.with R315),LRP017,499,16.565,LRP022,148,20.864,4.299,82.0,7978.0,1395.0,5903.0,1215.0,1915.0,645.0,1969.0,1412.0,1172.0,108.0,549.0,0.0,23686.0,657.0,24343.0,24343.0
186,N4-4,Kaliakoir (Int.with R315)-Gorai(Int.with Z4011),LRP022,148,20.864,LRP027,492,26.218,5.354,118.0,8569.0,1776.0,5886.0,1115.0,1720.0,906.0,2484.0,2346.0,1320.0,136.0,1298.0,0.0,26240.0,1434.0,27674.0,27674.0
187,N4-5,Gorai(Int.with Z4011)-Mirzapur(Int.with Z5061),LRP027,492,26.218,LRP036,66,34.848,8.630,118.0,8569.0,1776.0,5886.0,1115.0,1720.0,906.0,2484.0,2346.0,1320.0,136.0,1298.0,0.0,26240.0,1434.0,27674.0,27674.0
188,N4-6,Mirzapur(Int.with Z5061)-Pakullah(Int.with Z4007),LRP036,66,34.848,LRP044,732,42.504,7.656,118.0,8569.0,1776.0,5886.0,1115.0,1720.0,906.0,2484.0,2346.0,1320.0,136.0,1298.0,0.0,26240.0,1434.0,27674.0,27674.0
189,N4-7,Pakullah(Int.with Z4007)-Karotia(Int.with Z4012),LRP044,732,42.504,LRP056,1815,55.708,13.204,118.0,8569.0,1776.0,5886.0,1115.0,1720.0,906.0,2484.0,2346.0,1320.0,136.0,1298.0,0.0,26240.0,1434.0,27674.0,27674.0
190,N4-8,"Karotia(Int.with Z4012)-Tangail, Nagarjalphai (Int.with N404)",LRP056,1815,55.708,LRP056,3788,57.681,1.973,118.0,8569.0,1776.0,5886.0,1115.0,1720.0,906.0,2484.0,2346.0,1320.0,136.0,1298.0,0.0,26240.0,1434.0,27674.0,27674.0
191,N4-9,"Tangail,Nagarjalphai (Int.with N404)-Baila (Int.with N404)",LRP056,3788,57.681,LRP065,375,63.334,5.653,35.0,6691.0,1439.0,4665.0,729.0,1456.0,95.0,703.0,4532.0,1634.0,162.0,238.0,0.0,21979.0,400.0,22379.0,22379.0
192,N4-10,Baila (Int.with N404)-Elenga(Int.with N405),LRP065,375,63.334,LRP072,284,69.712,6.378,35.0,6691.0,1439.0,4665.0,729.0,1456.0,95.0,703.0,4532.0,1634.0,162.0,238.0,0.0,21979.0,400.0,22379.0,22379.0
193,N4-11,Elenga(Int.with N405)-Kalihati (Int.with Z4016),LRP072,284,69.712,LRP081,790,79.288,9.576,2.0,1461.0,1046.0,815.0,164.0,295.0,179.0,303.0,2585.0,1088.0,197.0,558.0,0.0,7938.0,755.0,8693.0,8693.0
194,N4-12,Kalihati(Int.with Z4016)-Ghatail(Int.with Z3037),LRP081,790,79.288,LRP091,1060,89.598,10.310,2.0,1461.0,1046.0,815.0,164.0,295.0,179.0,303.0,2585.0,1088.0,197.0,558.0,0.0,7938.0,755.0,8693.0,8693.0
195,N4-13,Ghatail(Int.with Z3037)-Porabari(Int.with Z4017),LRP091,1060,89.598,LRP095,1119,93.627,4.029,6.0,1652.0,982.0,1254.0,280.0,321.0,97.0,304.0,1655.0,1932.0,1234.0,1873.0,0.0,8483.0,3107.0,11590.0,11590.0
196,N4-14,Porabari(Int.with Z4017)-Modhupur(Int.with N401),LRP095,1119,93.627,LRP107,1133,105.636,12.009,6.0,1652.0,982.0,1254.0,280.0,321.0,97.0,304.0,1655.0,1932.0,1234.0,1873.0,0.0,8483.0,3107.0,11590.0,11590.0
197,N4-15,Modhupur(Int.with N401)-Digpaith (Int.with Z4023),LRP107,1133,105.636,LRP130,708,128.135,22.499,13.0,508.0,339.0,333.0,0.0,265.0,136.0,179.0,1309.0,1866.0,757.0,1264.0,10.0,4948.0,2031.0,6979.0,6979.0
198,N4-16,Digpaith(Int.with Z4023)-Int.With Z4025,LRP130,708,128.135,LRP144,450,142.122,13.987,13.0,508.0,339.0,333.0,0.0,265.0,136.0,179.0,1309.0,1866.0,757.0,1264.0,10.0,4948.0,2031.0,6979.0,6979.0
199,N4-17,Int.With Z4025-Jamalpur,LRP144,450,142.122,LRP145,3673,146.355,4.233,13.0,508.0,339.0,333.0,0.0,265.0,136.0,179.0,1309.0,1866.0,757.0,1264.0,10.0,4948.0,2031.0,6979.0,6979.0
203,N5-1L,Mirpur Bridge-Turag (Int.with Z5069) (Left),LRPS,0,0,LRP002,635,2.59,2.590,19.0,2707.0,2143.0,2161.0,2049.0,1874.0,154.0,2580.0,910.0,1314.0,42.0,167.0,0.0,15911.0,209.0,16120.0,16120.0
204,N5-1R,Mirpur Bridge-Turag (Int.with Z5069)(Right),LRPS,0,0,LRP002,635,2.59,2.590,19.0,2707.0,2143.0,2161.0,2049.0,1874.0,154.0,2580.0,910.0,1314.0,42.0,167.0,0.0,15911.0,209.0,16120.0,16120.0
205,N5-2L,Turag (Int.with Z5069)-Hamayetpur (Int.with R504) (Left),LRP002,635,2.59,LRP007,20,6.945,4.355,30.0,2540.0,2264.0,2032.0,1997.0,1909.0,301.0,2976.0,1327.0,1195.0,54.0,235.0,0.0,16571.0,289.0,16860.0,16860.0
206,N5-2L,Turag (Int.with Z5069)-Hamayetpur (Int.with R504) (Left),LRP002,635,2.59,LRP007,20,6.945,4.355,19.0,2707.0,2143.0,2161.0,2049.0,1874.0,154.0,2580.0,910.0,1314.0,42.0,167.0,0.0,15911.0,209.0,16120.0,16120.0
207,N5-2R,Turag (Int.with Z5069)-Hamayetpur (Int.with R504) (Right),LRP002,635,2.59,LRP007,20,6.945,4.355,19.0,2707.0,2143.0,2161.0,2049.0,1874.0,154.0,2580.0,910.0,1314.0,42.0,167.0,0.0,15911.0,209.0,16120.0,16120.0
